Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1599,You're Next,26895481,18494006,8401475,2013.csv,2013,0.6876250326216512,0.3123749673783488
1600,Mr. Go,26835201,0,26835201,2013.csv,2013,0.0,1.0
1601,CHIPS,26800152,18600152,8200000,2017.csv,2017,0.6940315860895118,0.3059684139104883
1602,The Faces of My Gene,26796279,0,26796279,2018.csv,2018,0.0,1.0
1603,Dearest,26723916,0,26723916,2012.csv,2012,0.0,1.0
1604,Architecture 101,26642354,0,26642354,2012.csv,2012,0.0,1.0
1605,A Cure for Wellness,26620002,8106986,18513016,2017.csv,2017,0.3045449057441844,0.6954550942558156
1606,Missing Link,26565710,16649539,9916171,2019.csv,2019,0.626730435587831,0.3732695644121689
1607,American Underdog,26514814,26514814,0,2021.csv,2021,1.0,0.0
1608,Chaos Walking,26508132,13287908,13220224,2021.csv,2021,0.501276664836285,0.49872333516371503
1609,No Manches Frida 2,26493648,9270920,17222728,2019.csv,2019,0.3499299152762957,0.6500700847237043
1610,A Hard Day,26488847,19004,26469843,2014.csv,2014,0.0007174340204388662,0.9992825659795611
1611,The Break Up Man,26477012,0,26477012,2013.csv,2013,0.0,1.0
1612,The Way Way Back,26474920,21506546,4968374,2013.csv,2013,0.8123365811870253,0.18766341881297469
1613,We Are the Nobles,26433651,0,26433651,2013.csv,2013,0.0,1.0
1614,Dancing Queen,26411266,0,26411266,2012.csv,2012,0.0,1.0
1615,Emma.,26404660,10055355,16349305,2020.csv,2020,0.3808174390429568,0.6191825609570432
1616,Only the Brave,26351322,18343983,8007339,2017.csv,2017,0.6961314123063731,0.3038685876936269
1617,Twenty Two,26289378,46796,26242582,2017.csv,2017,0.0017800345067121785,0.9982199654932878
1618,Orange,26261536,0,26261536,2015.csv,2015,0.0,1.0
1619,Aloha,26250020,21067116,5182904,2015.csv,2015,0.8025561885286182,0.19744381147138174
1620,The Stolen Years,26249553,0,26249553,2013.csv,2013,0.0,1.0
1621,The Confidence Man JP,26228317,0,26228317,2019.csv,2019,0.0,1.0
1622,One Night Surprise,26220159,0,26220159,2013.csv,2013,0.0,1.0
1623,Lesson of the Evil,26167224,0,26167224,2012.csv,2012,0.0,1.0
1624,The Zookeeper's Wife,26152835,17571660,8581175,2017.csv,2017,0.6718835644395722,0.32811643556042774
1625,Badrinath Ki Dulhania,26134309,1993259,24141050,2017.csv,2017,0.0762698183449197,0.9237301816550803
1626,Badhaai Ho,26125610,0,26125610,2018.csv,2018,0.0,1.0
1627,Top Five,26117471,25317471,800000,2014.csv,2014,0.9693691628871723,0.030630837112827655
1628,Hichki,26055222,330279,25724943,2018.csv,2018,0.012676115367583512,0.9873238846324165
1629,Platinum Data,26052718,0,26052718,2013.csv,2013,0.0,1.0
1630,Iceman,26033917,7679,26026238,2014.csv,2014,0.0002949613767302093,0.9997050386232698
1631,Agneepath,26001696,1986748,24014948,2012.csv,2012,0.07640840043664844,0.9235915995633516
1632,The Courier,26001227,6613432,19387795,2021.csv,2021,0.25435076583116634,0.7456492341688337
1633,The Light Between Oceans,25975621,12545979,13429642,2016.csv,2016,0.48299053177592943,0.5170094682240706
1634,A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,25960664,0,25960664,2017.csv,2017,0.0,1.0
1635,Love Off the Cuff,25959989,0,25959989,2017.csv,2017,0.0,1.0
1636,The Confidence Man JP: The Movie,25958189,0,25958189,2019.csv,2019,0.0,1.0
1637,White Boy Rick,25957482,24011188,1946294,2018.csv,2018,0.925019922964793,0.07498007703520704
1638,Meet Miss Anxiety,25948636,0,25948636,2014.csv,2014,0.0,1.0
1639,"Paul, Apostle of Christ",25915966,17560475,8355491,2018.csv,2018,0.6775929170458087,0.32240708295419124
1640,Huevos: Little Rooster's Egg-cellent Adventure,25892561,9080818,16811743,2015.csv,2015,0.3507114649647827,0.6492885350352172
1641,Gekijouban SPEC: Kurôzu - Zen no hen,25860404,0,25860404,2013.csv,2013,0.0,1.0
1642,Dügün Dernek 2: Sünnet,25836668,0,25836668,2015.csv,2015,0.0,1.0
1643,Leap,25818882,83074,25735808,2020.csv,2020,0.00321756767004861,0.9967824323299513
1644,Unbeatable,25816154,0,25816154,2013.csv,2013,0.0,1.0
1645,Rust and Bone,25807712,2062027,23745685,2012.csv,2012,0.07989964395138942,0.9201003560486106
1646,"The Gangster, the Cop, the Devil",25775371,216494,25558877,2019.csv,2019,0.008399258346271718,0.9916007416537282
1647,Man on the Edge,25774679,0,25774679,2013.csv,2013,0.0,1.0
1648,Champions,25730347,0,25730347,2018.csv,2018,0.0,1.0
1649,A Beautiful Planet,25730120,15650615,10079505,2016.csv,2016,0.6082604744944835,0.3917395255055165
1650,Fireworks,25672406,525280,25147126,2017.csv,2017,0.020460879280266915,0.979539120719733
1651,Father Figures,25601244,17501244,8100000,2017.csv,2017,0.6836091246191005,0.31639087538089944
1652,"Love, Rosie",25574387,20431,25553956,2014.csv,2014,0.0007988852284123173,0.9992011147715877
1653,Mr. Donkey,25537759,356255,25181504,2016.csv,2016,0.013950127730471574,0.9860498722695284
1654,Look Who's Back,25513752,0,25513752,2015.csv,2015,0.0,1.0
1655,Money,25403753,0,25403753,2017.csv,2017,0.0,1.0
1656,Head Over Heels 2,25402893,0,25402893,2012.csv,2012,0.0,1.0
1657,Keys To The Heart,25375866,75134,25300732,2018.csv,2018,0.0029608447648643795,0.9970391552351356
1658,Serial Teachers 2,25364150,0,25364150,2015.csv,2015,0.0,1.0
1659,A Haunted House 2,25358716,17329486,8029230,2014.csv,2014,0.6833739531607199,0.31662604683928003
1660,And So It Goes,25312387,15160801,10151586,2014.csv,2014,0.5989478985130877,0.40105210148691234
1661,Bodies at Rest,25293853,0,25293853,2019.csv,2019,0.0,1.0
1662,Enough Said,25288872,17550872,7738000,2013.csv,2013,0.6940156128751017,0.3059843871248983
1663,On the Other Side of the Tracks,25109572,9572,25100000,2012.csv,2012,0.0003812092057961004,0.9996187907942039
1664,Born in China,25081168,13873211,11207957,2016.csv,2016,0.5531325734112542,0.4468674265887458
1665,Race,25070261,19206207,5864054,2016.csv,2016,0.7660952153629353,0.2339047846370646
1666,Herutâ sukerutâ,25066699,0,25066699,2012.csv,2012,0.0,1.0
1667,The Last Exorcism Part II,25051865,15179302,9872563,2013.csv,2013,0.6059150486400913,0.39408495135990873
1668,Call of Heroes,25040561,0,25040561,2016.csv,2016,0.0,1.0
1669,Free State of Jones,25035950,20810036,4225914,2016.csv,2016,0.8312061655339622,0.16879383446603785
1670,The Last Tycoon,25009914,0,25009914,2012.csv,2012,0.0,1.0
1671,"Me, Myself and Mum",24991467,0,24991467,2013.csv,2013,0.0,1.0
1672,Whiskey Tango Foxtrot,24972139,23083334,1888805,2016.csv,2016,0.924363507667485,0.07563649233251504
1673,Booksmart,24959607,22680962,2278645,2019.csv,2019,0.9087066955821861,0.09129330441781396
1674,Housefull 2,24922847,1791780,23131067,2012.csv,2012,0.07189307064317331,0.9281069293568267
1675,Wild City,24817852,34866,24782986,2015.csv,2015,0.0014048758127818636,0.9985951241872182
1676,Big Miracle,24719215,20157300,4561915,2012.csv,2012,0.815450652458017,0.18454934754198302
1677,Super 30,24701637,2269878,22431759,2019.csv,2019,0.09189180457959123,0.9081081954204088
1678,Soulmate,24684439,0,24684439,2016.csv,2016,0.0,1.0
1679,Drug War,24676341,128195,24548146,2013.csv,2013,0.005195057079167451,0.9948049429208325
1680,The Death of Stalin,24646055,8047856,16598199,2017.csv,2017,0.32653728963925466,0.6734627103607453
1681,The Snow Queen 3: Fire and Ice,24644317,0,24644317,2016.csv,2016,0.0,1.0
1682,Sparkle,24637800,24397469,240331,2012.csv,2012,0.9902454358749564,0.009754564125043632
1683,The Players,24629152,10854,24618298,2012.csv,2012,0.00044069726801799754,0.999559302731982
1684,Liar Game: Reborn,24549726,0,24549726,2012.csv,2012,0.0,1.0
1685,The Kashmir Files,24510593,1485000,23025593,2022.csv,2022,0.060586049468488994,0.939413950531511
1686,God's Not Dead 2,24487848,20774575,3713273,2016.csv,2016,0.8483626245964937,0.15163737540350627
1687,Skyfire,24444590,1105,24443485,2019.csv,2019,4.5204276283627584e-05,0.9999547957237164
1688,The Tale of The Princess Kaguya,24434485,703232,23731253,2013.csv,2013,0.028780307831329368,0.9712196921686707
1689,The 8-Year Engagement,24425963,0,24425963,2017.csv,2017,0.0,1.0
1690,Stan & Ollie,24420923,5470235,18950688,2018.csv,2018,0.22399788083357866,0.7760021191664214
1691,The Witch: Part 1 - The Subversion,24340302,0,24340302,2018.csv,2018,0.0,1.0
1692,The Great Beauty,24271739,2852400,21419339,2013.csv,2013,0.11751939158541545,0.8824806084145845
1693,Trance,24261569,2328743,21932826,2013.csv,2013,0.09598484747626998,0.90401515252373
1694,The Accidental Detective 2: In Action,24243825,179045,24064780,2018.csv,2018,0.0073851795250955655,0.9926148204749045
1695,Camping 3,24224579,0,24224579,2016.csv,2016,0.0,1.0
1696,Jolly LLB 2,24214186,1654254,22559932,2017.csv,2017,0.06831755566757437,0.9316824443324256
1697,The Railway Man,24174885,4438438,19736447,2013.csv,2013,0.18359706778336277,0.8164029322166372
1698,The Founder,24121245,12786053,11335192,2016.csv,2016,0.5300743390318369,0.46992566096816313
1699,Out of Inferno,24109886,0,24109886,2013.csv,2013,0.0,1.0
1700,Start-Up,24106579,0,24106579,2019.csv,2019,0.0,1.0
1701,Bad Santa 2,24079268,17782178,6297090,2016.csv,2016,0.7384849904905747,0.2615150095094253
1702,Kung Fu Jungle,24070765,129784,23940981,2014.csv,2014,0.0053917688116684286,0.9946082311883315
1703,I Can Speak,24024444,63239,23961205,2017.csv,2017,0.0026322773588433514,0.9973677226411567
1704,Bring Happiness Home,23980000,0,23980000,2013.csv,2013,0.0,1.0
1705,The Father,23962107,2122771,21839336,2020.csv,2020,0.08858866209052485,0.9114113379094751
1706,I Want You,23961214,0,23961214,2012.csv,2012,0.0,1.0
1707,Türkisch für Anfänger,23952712,0,23952712,2012.csv,2012,0.0,1.0
1708,Killing for the Prosecution,23929620,0,23929620,2018.csv,2018,0.0,1.0
1709,Pinocchio,23889592,1831718,22057874,2019.csv,2019,0.07667431072075237,0.9233256892792476
1710,Spirits' Homecoming,23857217,125616,23731601,2016.csv,2016,0.0052653249538703525,0.9947346750461297
1711,Silence,23834809,7100177,16734632,2016.csv,2016,0.2978910802264033,0.7021089197735967
1712,Wanderlust,23812816,17450535,6362281,2012.csv,2012,0.7328211413551425,0.26717885864485746
1713,A Rainy Day in New York,23794991,0,23794991,2019.csv,2019,0.0,1.0
1714,"Little Brother, Big Trouble: A Christmas Adventure",23785681,0,23785681,2012.csv,2012,0.0,1.0
1715,Interstellar 2020 Re-release,23771122,0,23771122,2020.csv,2020,0.0,1.0
1716,Pokémon the Movie: The Power of Us,23740788,789170,22951618,2018.csv,2018,0.0332411038757433,0.9667588961242567
1717,The Peanut Butter Falcon,23712090,20457151,3254939,2019.csv,2019,0.862730826342174,0.13726917365782604
1718,To the Arctic 3D,23695388,14560838,9134550,2012.csv,2012,0.6145009315736886,0.3854990684263115
1719,Little White Lies 2,23623665,0,23623665,2019.csv,2019,0.0,1.0
1720,Kevin Hart: What Now?,23591043,23591043,0,2016.csv,2016,1.0,0.0
1721,No manches Frida,23540937,11528613,12012324,2016.csv,2016,0.48972617360133114,0.5102738263986688
1722,Those Who Wish Me Dead,23468586,7407200,16061386,2021.csv,2021,0.31562191262822564,0.6843780873717743
1723,Wish Upon,23468586,14301505,9167081,2017.csv,2017,0.6093892917110558,0.39061070828894423
1724,Ossan's Love: Love or Dead,23422744,0,23422744,2019.csv,2019,0.0,1.0
1725,Only Cloud Knows,23410836,0,23410836,2019.csv,2019,0.0,1.0
1726,Detroit,23355100,16790139,6564961,2017.csv,2017,0.7189067484189748,0.2810932515810251
1727,Middle School: The Worst Years of My Life,23316139,20007149,3308990,2016.csv,2016,0.8580815631610362,0.14191843683896377
1728,Triple 9,23177948,12639297,10538651,2016.csv,2016,0.5453156163781194,0.4546843836218806
1729,Rock Dog,23157646,9420546,13737100,2016.csv,2016,0.40680067395451164,0.5931993260454884
1730,The Guernsey Literary and Potato Peel Pie Society,23148937,0,23148937,2018.csv,2018,0.0,1.0
1731,The Crimes That Bind,23144130,0,23144130,2018.csv,2018,0.0,1.0
1732,New Happy Dad and Son 3: Adventure in Russia,23130469,0,23130469,2018.csv,2018,0.0,1.0
1733,Dark Waters,23108017,11136084,11971933,2019.csv,2019,0.48191430705629135,0.5180856929437087
1734,The Confidence Man JP: Episode of the Hero,23100870,0,23100870,2022.csv,2022,0.0,1.0
1735,The Marksman,23076711,15566093,7510618,2021.csv,2021,0.6745368956607378,0.32546310433926223
1736,The Farewell,23076657,17695781,5380876,2019.csv,2019,0.7668260181706562,0.23317398182934382
1737,The Choice,23064015,18730891,4333124,2016.csv,2016,0.8121262061267304,0.1878737938732697
1738,99.9 Criminal Lawyer: The Movie,23055069,0,23055069,2021.csv,2021,0.0,1.0
1739,Padmaavat,22991060,11846060,11145000,2018.csv,2018,0.5152463609768319,0.48475363902316815
1740,Hotaru the Movie: It's Only a Little Light in My Life,22975341,0,22975341,2012.csv,2012,0.0,1.0
1741,Last Night in Soho,22957625,10127625,12830000,2021.csv,2021,0.4411442821284867,0.5588557178715132
1742,Penny Pincher!,22955486,0,22955486,2016.csv,2016,0.0,1.0
1743,Hot Road,22916313,0,22916313,2014.csv,2014,0.0,1.0
1744,Baggage Claim,22871096,21569509,1301587,2013.csv,2013,0.9430903092707057,0.056909690729294304
1745,Won't You Be My Neighbor?,22844741,22835787,8954,2018.csv,2018,0.9996080498351897,0.0003919501648103605
1746,Kon-Tiki,22842887,1517410,21325477,2012.csv,2012,0.06642811830220935,0.9335718816977907
1747,The Knight of Shadows: Between Yin and Yang,22774256,0,22774256,2019.csv,2019,0.0,1.0
1748,Extraordinary Mission,22757764,54174,22703590,2017.csv,2017,0.0023804623336457836,0.9976195376663543
1749,Black and Blue,22741061,22055313,685748,2019.csv,2019,0.9698453823240701,0.030154617675929897
1750,Fading Gigolo,22706304,3769873,18936431,2014.csv,2014,0.1660275930420028,0.8339724069579972
1751,Fall in Love Like a Star,22640355,0,22640355,2012.csv,2012,0.0,1.0
1752,The Day We Lit Up the Sky,22500000,0,22500000,2021.csv,2021,0.0,1.0
1753,Europe Raiders,22435156,0,22435156,2018.csv,2018,0.0,1.0
1754,Late Night,22386555,15499454,6887101,2019.csv,2019,0.6923554785450463,0.30764452145495363
1755,Mojin: The Worm Valley,22381583,101516,22280067,2018.csv,2018,0.004535693476194244,0.9954643065238058
1756,Les Misérables,22342519,330181,22012338,2019.csv,2019,0.01477814565134755,0.9852218543486525
1757,Spencer,22301766,7086632,15215134,2021.csv,2021,0.31776102394761024,0.6822389760523897
1758,Upside Down,22187813,105095,22082718,2012.csv,2012,0.004736609236791386,0.9952633907632086
1759,Unbowed,22132903,0,22132903,2012.csv,2012,0.0,1.0
1760,The Glass Castle,22088533,17273059,4815474,2017.csv,2017,0.7819921313923383,0.21800786860766172
1761,Stree,22075730,0,22075730,2018.csv,2018,0.0,1.0
1762,Gretel & Hansel,22051055,15347654,6703401,2020.csv,2020,0.6960054292186927,0.3039945707813073
1763,Kaamelott: First Installment,21965451,188000,21777451,2021.csv,2021,0.00855889551277595,0.991441104487224
1764,Leap! 2017 Re-release,21929861,21858070,71791,2017.csv,2017,0.9967263358395204,0.003273664160479631
1765,Poupelle of Chimney Town,21831861,0,21831861,2020.csv,2020,0.0,1.0
1766,Confession of Murder,21701525,0,21701525,2012.csv,2012,0.0,1.0
1767,StreetDance 2 2012 Re-release,21638853,0,21638853,2012.csv,2012,0.0,1.0
1768,After We Fell,21584600,2170750,19413850,2021.csv,2021,0.10056938743363324,0.8994306125663668
1769,Épouse-moi mon pote,21571464,0,21571464,2017.csv,2017,0.0,1.0
1770,2012 2012 Re-release,21538353,0,21538353,2012.csv,2012,0.0,1.0
1771,Crazy Romance,21386368,0,21386368,2019.csv,2019,0.0,1.0
1772,Shaft,21360215,21360215,0,2019.csv,2019,1.0,0.0
1773,Unplanned,21354152,19005109,2349043,2019.csv,2019,0.8899959595679566,0.11000404043204338
1774,Rurouni Kenshin: Final Chapter Part II - The Beginning,21318560,0,21318560,2021.csv,2021,0.0,1.0
1775,Hotel Mumbai,21314816,9651611,11663205,2019.csv,2019,0.4528123067072219,0.5471876932927782
1776,Integrity,21290004,0,21290004,2019.csv,2019,0.0,1.0
1777,Stigmatized Properties,21276720,0,21276720,2020.csv,2020,0.0,1.0
1778,The Prison,21205329,207481,20997848,2017.csv,2017,0.009784380143312088,0.9902156198566879
1779,Wish Dragon,21120000,0,21120000,2021.csv,2021,0.0,1.0
1780,Beasts of the Southern Wild,21107746,12795746,8312000,2012.csv,2012,0.6062109142302546,0.39378908576974536
1781,Pokémon the Movie: Secrets of the Jungle,21097921,0,21097921,2020.csv,2020,0.0,1.0
1782,The Secret Mission,21083522,0,21083522,2019.csv,2019,0.0,1.0
1783,The Photograph,20690779,20578185,112594,2020.csv,2020,0.9945582522533347,0.005441747746665314
1784,Yarn,20474270,0,20474270,2020.csv,2020,0.0,1.0
1785,One Hundred Thousand Bad Jokes 2,20460352,0,20460352,2017.csv,2017,0.0,1.0
1786,Violet Evergarden: The Movie,20339624,0,20339624,2020.csv,2020,0.0,1.0
1787,Brahms: The Boy II,20311536,12611536,7700000,2020.csv,2020,0.6209050856616654,0.37909491433833464
1788,This Is Tomas,20084169,0,20084169,2019.csv,2019,0.0,1.0
1789,Ice 2,19788995,0,19788995,2020.csv,2020,0.0,1.0
1790,Stillwater,19697881,14465535,5232346,2021.csv,2021,0.7343701081349816,0.2656298918650184
1791,Soul Snatcher,19561221,0,19561221,2020.csv,2020,0.0,1.0
1792,The Turning,19428166,15472775,3955391,2020.csv,2020,0.7964094500736714,0.2035905499263286
1793,The Specials,19363826,0,19363826,2019.csv,2019,0.0,1.0
1794,Les Tuche 4,19259766,0,19259766,2021.csv,2021,0.0,1.0
1795,Fate/Stay Night: Heaven's Feel - III. Spring Song,19252497,200000,19052497,2020.csv,2020,0.010388262883510644,0.9896117371164893
1796,Dear Evan Hansen,19046191,15002646,4043545,2021.csv,2021,0.7876979706861073,0.21230202931389275
1797,Always Miss You,19015465,91884,18923581,2019.csv,2019,0.0048320669518205316,0.9951679330481795
1798,The Pioneer,18900000,0,18900000,2021.csv,2021,0.0,1.0
1799,The Green Knight,18888418,17173321,1715097,2021.csv,2021,0.9091984834304281,0.09080151656957189
1800,An Officer and a Spy,18878658,0,18878658,2019.csv,2019,0.0,1.0
1801,Antlers,18867659,10619670,8247989,2021.csv,2021,0.5628504309941154,0.43714956900588464
1802,Sinkhole,18804231,0,18804231,2021.csv,2021,0.0,1.0
1803,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,18738951,0,18738951,2019.csv,2019,0.0,1.0
1804,Mobile Suit Gundam: Hathaway,18731309,0,18731309,2021.csv,2021,0.0,1.0
1805,Greta,18653107,10532219,8120888,2019.csv,2019,0.56463617562479,0.43536382437521
1806,Peppa Celebrates Chinese New Year,18653040,131225,18521815,2019.csv,2019,0.0070350462980833155,0.9929649537019167
1807,Parallel Mothers,18591272,2155490,16435782,2021.csv,2021,0.11594096412553159,0.8840590358744684
1808,Takizawa Enbujo Zero,18091395,0,18091395,2020.csv,2020,0.0,1.0
1809,The Stronghold,18066143,0,18066143,2021.csv,2021,0.0,1.0
1810,The Promised Neverland,17698106,0,17698106,2020.csv,2020,0.0,1.0
1811,Kaiji: Final Game,17645779,0,17645779,2020.csv,2020,0.0,1.0
1812,Hitman: Agent Jun,17601351,0,17601351,2020.csv,2020,0.0,1.0
1813,Bo Gia,17480489,350000,17130489,2021.csv,2021,0.020022323174140037,0.97997767682586
1814,The Dry,17392594,364237,17028357,2021.csv,2021,0.02094207454046245,0.9790579254595375
1815,Digimon Adventure: Last Evolution Kizuna,17337522,0,17337522,2020.csv,2020,0.0,1.0
1816,Gintama: The Final,17252960,0,17252960,2021.csv,2021,0.0,1.0
1817,Railway Heroes,17223542,0,17223542,2021.csv,2021,0.0,1.0
1818,Promising Young Woman,17192816,6460965,10731851,2020.csv,2020,0.3757944597324836,0.6242055402675164
1819,The Wolf and the Lion,16975717,1851627,15124090,2021.csv,2021,0.10907503936358035,0.8909249606364197
1820,Bye Bye Morons,16955173,0,16955173,2020.csv,2020,0.0,1.0
1821,Baaghi 3,16726510,721439,16005071,2020.csv,2020,0.043131472136147944,0.956868527863852
1822,Your Turn to Kill,16511822,0,16511822,2021.csv,2021,0.0,1.0
1823,I Still Believe,16069730,9868521,6201209,2020.csv,2020,0.6141062108697533,0.38589378913024674
1824,Upon the Magic Roads,15990882,0,15990882,2021.csv,2021,0.0,1.0
1825,Radhe Shyam,15964263,1860000,14104263,2022.csv,2022,0.11651023288704276,0.8834897671129572
1826,Freaky,15920855,9030855,6890000,2020.csv,2020,0.5672342974042537,0.43276570259574626
1827,Reminiscence,15800193,3900193,11900000,2021.csv,2021,0.24684464297366493,0.7531553570263351
1828,Cry Macho,15522017,10310734,5211283,2021.csv,2021,0.6642650887445878,0.3357349112554122
1829,The Night House,15437703,7100581,8337122,2021.csv,2021,0.45995061571012213,0.5400493842898778
1830,Padre no hay más que uno 2: La llegada de la suegra,15373181,0,15373181,2020.csv,2020,0.0,1.0
1831,Minari,15322552,3110580,12211972,2021.csv,2021,0.2030066531998064,0.7969933468001936
1832,Bheemla Nayak,15243922,0,15243922,2022.csv,2022,0.0,1.0
1833,Something About Love,15204017,0,15204017,2021.csv,2021,0.0,1.0
1834,Anita,15026604,556632,14469972,2021.csv,2021,0.03704310035720646,0.9629568996427935
1835,Blacklight,14829206,9591094,5238112,2022.csv,2022,0.6467705688355803,0.35322943116441974
1836,The Way Back,14690514,13590514,1100000,2020.csv,2020,0.9251217486331655,0.0748782513668344
1837,The Tomorrow War,14400000,0,14400000,2021.csv,2021,0.0,1.0
1838,The Personal History of David Copperfield,14399270,1876298,12522972,2020.csv,2020,0.130305077965758,0.869694922034242
1839,"And, the Baton Was Passed",14368469,0,14368469,2021.csv,2021,0.0,1.0
1840,Nightlife,14308789,0,14308789,2020.csv,2020,0.0,1.0
1841,Super-héros malgré lui,14280614,0,14280614,2022.csv,2022,0.0,1.0
1842,Pawn,14193957,0,14193957,2020.csv,2020,0.0,1.0
1843,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,14059824,0,14059824,2021.csv,2021,0.0,1.0
1844,Sword Art Online: Progressive - Aria of a Starless Night,14034582,1050000,12984582,2021.csv,2021,0.07481519577854188,0.9251848042214581
1845,Maison de retraite,13782342,0,13782342,2022.csv,2022,0.0,1.0
1846,Christmas with the Chosen: The Messengers,13728000,13728000,0,2021.csv,2021,1.0,0.0
1847,Wunderschön,13471720,0,13471720,2022.csv,2022,0.0,1.0
1848,OSS 117: From Africa with Love,13433702,0,13433702,2021.csv,2021,0.0,1.0
1849,#Alive,13432212,0,13432212,2020.csv,2020,0.0,1.0
1850,Howling Village,13394556,0,13394556,2020.csv,2020,0.0,1.0
1851,Valimai,13276393,0,13276393,2022.csv,2022,0.0,1.0
1852,Come Play,13182254,10475990,2706264,2020.csv,2020,0.7947040013035707,0.2052959986964293
1853,Hostage: Missing Celebrity,13125970,0,13125970,2021.csv,2021,0.0,1.0
1854,Eiffel,13082620,0,13082620,2021.csv,2021,0.0,1.0
1855,Vakeel Saab,13056490,0,13056490,2021.csv,2021,0.0,1.0
1856,School of Magical Animals,13020757,0,13020757,2021.csv,2021,0.0,1.0
1857,Monkey King Reborn,13002635,0,13002635,2021.csv,2021,0.0,1.0
1858,No Escapes,12916151,0,12916151,2021.csv,2021,0.0,1.0
1859,The Bodin's in the Land of Smile,12872253,0,12872253,2021.csv,2021,0.0,1.0
1860,Samjin Company English Class,12761386,0,12761386,2020.csv,2020,0.0,1.0
1861,The Many Saints of Newark,12737403,8237403,4500000,2021.csv,2021,0.6467097727849233,0.35329022721507675
1862,Another Round,12733781,0,12733781,2020.csv,2020,0.0,1.0
1863,News of the World,12668325,12668325,0,2020.csv,2020,1.0,0.0
1864,Collectors,12640113,0,12640113,2020.csv,2020,0.0,1.0
1865,Character,12571501,0,12571501,2021.csv,2021,0.0,1.0
1866,The Last 10 Years,12515780,0,12515780,2022.csv,2022,0.0,1.0
1867,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,12221804,0,12221804,2020.csv,2020,0.0,1.0
1868,Ducobu 3,12157793,0,12157793,2020.csv,2020,0.0,1.0
1869,On Your Mark,12100000,0,12100000,2021.csv,2021,0.0,1.0
1870,Stand by Me,11900000,0,11900000,2021.csv,2021,0.0,1.0
1871,On the Line,11772156,0,11772156,2021.csv,2021,0.0,1.0
1872,Wotakoi: Love Is Hard for Otaku,11702371,0,11702371,2020.csv,2020,0.0,1.0
1873,Let Him Go,11630934,9358025,2272909,2020.csv,2020,0.8045806983342868,0.19541930166571317
1874,The Lost City,11550000,11550000,0,2022.csv,2022,1.0,0.0
1875,The Hunt,11481750,5812500,5669250,2020.csv,2020,0.5062381605591482,0.4937618394408518
1876,The Fable: The Killer Who Doesn't Kill,11325545,0,11325545,2021.csv,2021,0.0,1.0
1877,What Did You Eat Yesterday?,11320893,0,11320893,2021.csv,2021,0.0,1.0
1878,Aline,11088475,606464,10482011,2021.csv,2021,0.054693183688469336,0.9453068163115307
1879,Drive My Car,11041495,2175436,8866059,2021.csv,2021,0.19702368202856588,0.8029763179714341
1880,30 jours max,10998969,0,10998969,2020.csv,2020,0.0,1.0
1881,The Voice of Sin,10983063,0,10983063,2020.csv,2020,0.0,1.0
1882,Bigfoot Family,10855626,0,10855626,2020.csv,2020,0.0,1.0
1883,Harry Potter and the Sorcerer's Stone 2021 Re-release,10795457,799342,9996115,2021.csv,2021,0.07404429474361299,0.925955705256387
1884,Me contro Te - Il film: La vendetta del Signor S,10779891,0,10779891,2020.csv,2020,0.0,1.0
1885,One Second,10764400,0,10764400,2020.csv,2020,0.0,1.0
1886,Impractical Jokers: The Movie,10691091,10691091,0,2020.csv,2020,1.0,0.0
1887,Honest Candidate,10597464,0,10597464,2020.csv,2020,0.0,1.0
1888,Krack,10442916,0,10442916,2021.csv,2021,0.0,1.0
1889,Kaiserschmarrndrama,10357720,0,10357720,2021.csv,2021,0.0,1.0
1890,"Caution, Hazardous Wife: The Movie",10356359,0,10356359,2021.csv,2021,0.0,1.0
1891,Realm of Terracotta,10341512,0,10341512,2021.csv,2021,0.0,1.0
1892,Street Dancer 3D,10339127,0,10339127,2020.csv,2020,0.0,1.0
1893,Detective Conan: The Scarlet Alibi,10308627,0,10308627,2021.csv,2021,0.0,1.0
1894,The Pirates: The Last Royal Treasure,10266142,0,10266142,2022.csv,2022,0.0,1.0
1895,Never Stop,10224935,0,10224935,2021.csv,2021,0.0,1.0
1896,My Spy,10200000,0,10200000,2020.csv,2020,0.0,1.0
1897,The Asadas,10066797,0,10066797,2020.csv,2020,0.0,1.0
1898,Beauty and the Beast 2020 Re-release,10055094,467000,9588094,2020.csv,2020,0.046444120761078914,0.953555879238921
1899,Doraemon the Movie: Nobita's Little Star Wars 2021,9992175,0,9992175,2022.csv,2022,0.0,1.0
1900,Vaillante,9904495,0,9904495,2022.csv,2022,0.0,1.0
1901,Sumikko Gurashi The Movie: The Magical Child Of The Blue Moonlit Night,9735732,0,9735732,2021.csv,2021,0.0,1.0
1902,Stolen Identity 2,9687188,0,9687188,2020.csv,2020,0.0,1.0
1903,Black Box,9639918,0,9639918,2021.csv,2021,0.0,1.0
1904,The Soul,9600000,0,9600000,2021.csv,2021,0.0,1.0
1905,Ainbo,9561522,0,9561522,2021.csv,2021,0.0,1.0
